job_nm|month_pay|job_loc|co_id|co_nm|co_ownership|co_ee_size|co_link|co_industry|co_add|co_desc
资深,豪宅销售底薪6000+提成+奖金|10001-15000|北京-朝阳区|CC441626931|北美安嘉(北京)国际房地产有限公司|['外商独资']|['20-99人']|[]|['朝外MEN大厦']|[]|[<Element div at 0x107671c78>]
阿拉伯语翻译 笔译 口译 同传 ,派驻|10001-15000|北京|CC472486538|中海外文化传播(武汉)有限公司|['民营']|['20-99人']|[]|['武汉市经济技术开发区东合中心E座']|[]|[<Element div at 0x107671728>]
游戏运营专员|5000-7000|北京|CC480171283|北京星环互娱科技有限公司|['民营']|['20-99人']|[]|['北京市海淀区锦秋大厦B座9F']|[]|[<Element div at 0x107671278>]
房产业务助理|5000-7000|北京|CC488103137|上海千行置业有限公司|['民营']|['100-499人']|['http://malaysia.fang.com']|['房地产/建筑/建材/工程']|['上海市杨浦区平凉路1112号7楼A座']|[<Element div at 0x107671e58>]
部销售经理|4001-6000|北京|CC120082131|北京空港北光仪表有限公司|['民营']|['20-99人']|['http://www.bab-i.com']|['仪器仪表及工业自动化,其他,贸易/进出口']|['北京天竺空港工业区A区天柱路甲7号']|[<Element div at 0x107671cc8>]
房产销售顾问|4001-6000|北京|CC433494929|虹桥锦程因私出入境服务(北京)有限公司|['民营']|['20-99人']|['http://bifrost.cn']|['专业服务/咨询(财会/法律/人力资源等),中介服务']|['北京市东城区东长安街1号东方广场E1座802室']|[<Element div at 0x1076c8408>]
业务拓展|6001-8000|北京-朝阳区|CC655871220|金联创网络科技有限公司|['股份制企业']|['500-999人']|['http://www.315i.com']|['专业服务/咨询(财会/法律/人力资源等),石油/石化/化工,能源/矿产/采掘/冶炼,互联网/电子商务']|['北京市朝阳区安外胜古中路2号院6号楼企发大厦C座三层']|[<Element div at 0x1076c8098>]
互联网广告,商务经理|10001-15000|北京|CC346031587|畅娱互动科技(北京)有限公司|['民营']|['20-99人']|['http://www.adzshd.com']|['互联网/电子商务']|['北京市朝阳区国粹苑艺术品交易中心A座3001']|[<Element div at 0x1076c8638>]
基金部运营经理|20001-30000|北京-大兴区|CC511771081|北京鸿展鑫业投资有限公司|['民营']|['1000-9999人']|[]|['北京市大兴区西红门镇宏福路8号鸿坤集团三层']|[]|[<Element div at 0x1076c8ea8>]
项目财务经理|20001-30000|北京-大兴区|CC511771081|北京鸿展鑫业投资有限公司|['民营']|['1000-9999人']|[]|['北京市大兴区西红门镇宏福路8号鸿坤集团三层']|[]|[<Element div at 0x1076c8b38>]
地产投后主管/经理|20001-30000|北京-大兴区|CC511771081|北京鸿展鑫业投资有限公司|['民营']|['1000-9999人']|[]|['北京市大兴区西红门镇宏福路8号鸿坤集团三层']|[]|[<Element div at 0x1076c8b38>]
❀应届毕业生 ,留学优先❀内部急聘金融助理 底薪6K 旅游+双休|6001-8000|北京|CC308028988|北京万向卓迹商贸有限公司|['股份制企业']|['500-999人']|[]|['北京市朝阳区时间国际A座2601、2609室']|[]|[<Element div at 0x1076c8f48>]
项目部会计|6500-7500|北京|CC120670567|中信国安信息科技有限公司|['国企']|['100-499人']|['http://']|['IT服务(系统/数据/维护),计算机软件']|['北京市朝阳区外馆东街51号凯景铭座412室']|[<Element div at 0x1076c8f48>]
置业顾问|6001-8000|北京|CC468105188|北京兴商装修装饰工程有限公司|['民营']|['500-999人']|['http://www.xingshang.com/']|['家居/室内设计/装饰装潢,其他']|['北京市大兴区黄村镇兴华中里14号楼14-1']|[<Element div at 0x1076c8b38>]
业务经理（东南亚地区）|8001-10000|北京|CC200430987|美乐达(北京)商业管理有限公司河北分公司|['民营']|['20-99人']|['http://null']|['房地产/建筑/建材/工程,交通/运输,贸易/进出口,物业管理/商业中心']|['北京市海淀区蓝靛厂路23号']|[<Element div at 0x1076c8b38>]
医疗营销总经理|15001-20000|北京-朝阳区|CC189107128|北京豆各庄金丰置业有限公司|['民营']|['500-999人']|[]|['北京市朝阳区豆各庄']|[]|[<Element div at 0x1076c8b38>]
服务主管|15000-25000|北京|CC464464312|北京联动天翼科技股份有限公司|['合资']|['100-499人']|['http://www.linkdata.com.cn']|['通信/电信运营、增值服务,通信/电信/网络设备']|['北京市海淀区紫雀路33号联动天翼大厦']|[<Element div at 0x1076c8ea8>]
销售|6001-8000|北京|CC148589337|京磁材料科技股份有限公司|['民营']|['500-999人']|['http://www.bjmt.com.cn']|['其他,加工制造（原料加工/模具）,贸易/进出口']|['北京市顺义区仁和镇顺通路31号']|[<Element div at 0x1076c8b88>]
市场销售经理15K-20K|30001-50000|北京-海淀区|CC146386447|北京前沿时空科技有限公司|['合资']|['100-499人']|[]|['北京朝阳区']|[]|[<Element div at 0x10767b728>]
amazon项目经理/跨境电商运营/线上销售经理/,测评|5000-8000|北京|CC377821239|北京惠智恒通科技发展有限公司|['民营']|['20人以下']|[]|['北京市海淀区西八里庄路瑞新里小区3号楼1-1102']|[]|[<Element div at 0x10767bbd8>]
游学顾问/培训顾问|6001-8000|北京|CC488180132|中商国际旅行社有限公司北京和平里一第一营业部|['其它']|['20-99人']|[]|['中商国际旅行社有限公司北京和平里一第一营业部']|[]|[<Element div at 0x10767bc28>]
JAVA项目经理（有,项目）|15000-25000|北京-朝阳区|CC366307621|北京聚思信息咨询有限公司|['民营']|['20-99人']|[]|['北京市朝阳区东四环中路60号远洋国际中心C座801']|[]|[<Element div at 0x10767b368>]
法务顾问（,事业及智能家居方向）|面议|北京|CC192921312D90250024000|京东集团|['外商独资']|['1000-9999人']|[]|['北京朝阳区北辰西路8号北辰世纪中心A座6层']|[]|[<Element div at 0x10767b5e8>]
法务经理/主管（,事业）|面议|北京|CC192921312D90250024000|京东集团|['外商独资']|['1000-9999人']|[]|['北京朝阳区北辰西路8号北辰世纪中心A座6层']|[]|[<Element div at 0x10767b9f8>]
商务专员|8001-10000|北京|CC446589636|海程邦达国际工程物流(北京)有限公司|['民营']|['20-99人']|[]|['北京市东城区崇文门外大街16号便宜坊大厦1611室']|[]|[<Element div at 0x1076c88b8>]
操作|8001-10000|北京|CC446589636|海程邦达国际工程物流(北京)有限公司|['民营']|['20-99人']|[]|['北京市东城区崇文门外大街16号便宜坊大厦1611室']|[]|[<Element div at 0x1076c84f8>]
高级,服务商发展专员|4001-6000|北京|CC477386388|江泰救援服务有限公司JiangTaiGlobalAssistanceServiceCo.,Ltd.|['民营']|['20-99人']|['http://www.dajiuxing.com.cn/']|['保险,医疗/护理/美容/保健/卫生服务,互联网/电子商务']|['北京市门头沟区莲石湖西路98号院9号楼2层0201室']|[<Element div at 0x1076c8bd8>]
试管婴儿顾问|6001-8000|北京|CC449385831|海珍尼亚健康管理(北京)有限公司|['民营']|['20-99人']|['http://www.hygenia.cn']|['医疗/护理/美容/保健/卫生服务']|['北京市朝阳区东方东路1号US联邦公寓']|[<Element div at 0x1076c8d18>]
广告销售经理|4000-8000|北京-通州区|CC686375628|北京任务兔和他的战士们科技有限公司|['股份制企业']|['20-99人']|['http://renwuto.com/']|['IT服务(系统/数据/维护),计算机软件,互联网/电子商务']|['北京市通州区通州北苑通典铭居B座（近通州万达广场）']|[<Element div at 0x1076c8b88>]
市场专员（需,留学背景）|4001-6000|北京-朝阳区|CC420140712|北京乐动卓越科技有限公司|['民营']|['500-999人']|[]|['北京市朝阳区朝阳区北苑路媒体村天畅园4号楼底商']|[]|[<Element div at 0x1076c8688>]
市场专员|6000-12000|北京|CC646320526|飞鱼科技国际有限公司|['上市公司']|['100-499人']|['http://www.feiyu.com/']|['互联网/电子商务,计算机软件,网络游戏,娱乐/体育/休闲']|['北京市朝阳区东三环中路39号建外SOHO9号楼8层']|[<Element div at 0x1076c87c8>]
运营总监|15001-20000|北京|CC646320526|飞鱼科技国际有限公司|['上市公司']|['100-499人']|['http://www.feiyu.com/']|['互联网/电子商务,计算机软件,网络游戏,娱乐/体育/休闲']|['北京市朝阳区东三环中路39号建外SOHO9号楼8层']|[<Element div at 0x1076c8778>]
暑期学校管理员兼游学顾问|6001-8000|北京-东城区|CC368968220|北京路嘉阳光国际旅行社有限公司|['民营']|['20-99人']|['http://www.oneworld.cc']|['教育/培训/院校,旅游/度假,中介服务']|['北京市朝阳区四惠源创空间大厦227']|[<Element div at 0x1076c8f98>]
破茧成证券分析师/金融数据 五险一金 有双休/,留学生优先|8001-10000|北京|CC308028988|北京万向卓迹商贸有限公司|['股份制企业']|['500-999人']|[]|['北京市朝阳区时间国际A座2601、2609室']|[]|[<Element div at 0x1076c8ea8>]
推广专员|4000-8000|北京-通州区|CC686375628|北京任务兔和他的战士们科技有限公司|['股份制企业']|['20-99人']|['http://renwuto.com/']|['IT服务(系统/数据/维护),计算机软件,互联网/电子商务']|['北京市通州区通州北苑通典铭居B座（近通州万达广场）']|[<Element div at 0x1076c8098>]
翻译外贸销售国际营销贸易专员跟单助理,业务高提成奖金|4001-6000|北京|CC366353021|北京天逸昌晟商贸有限公司|['民营']|['100-499人']|[]|['北京市丰台区富丰路2号星火科技大厦9层901']|[]|[<Element div at 0x1076c8e58>]
房产销售经理|6001-8000|北京|CC646805527|北京众信泰富投资担保有限公司|['股份制企业']|['100-499人']|['http://www.movenomove.com']|['房地产/建筑/建材/工程,中介服务,信托/担保/拍卖/典当']|['北京朝阳区建国路91号金地中心A座805-807']|[<Element div at 0x1076c8ea8>]
房产置业顾问|6001-8000|北京|CC646805527|北京众信泰富投资担保有限公司|['股份制企业']|['100-499人']|['http://www.movenomove.com']|['房地产/建筑/建材/工程,中介服务,信托/担保/拍卖/典当']|['北京朝阳区建国路91号金地中心A座805-807']|[<Element div at 0x1076c8bd8>]
房产销售主管|8001-10000|北京|CC646805527|北京众信泰富投资担保有限公司|['股份制企业']|['100-499人']|['http://www.movenomove.com']|['房地产/建筑/建材/工程,中介服务,信托/担保/拍卖/典当']|['北京朝阳区建国路91号金地中心A座805-807']|[<Element div at 0x1076c8bd8>]
房地产销售顾问（北京）|10001-15000|北京|CC191869527|澳信集团|['合资']|['500-999人']|[]|['中国区总部:深圳市福田区益田路卓越时代广场4204-05,4208-09(总部)']|[]|[<Element div at 0x1076c8b88>]
销售经理|6001-8000|北京-海淀区|CC247629016|北京奥普维尔科技有限公司|['民营']|['20-99人']|['http://www.opwill.com']|['通信/电信运营、增值服务,仪器仪表及工业自动化,通信/电信/网络设备,IT服务(系统/数据/维护)']|['北京市海淀区信息路7号数字传媒大厦415']|[<Element div at 0x1076c8bd8>]
SSP 高级商务|15001-20000|北京|CC341580538|福建风灵创景科技有限公司|['民营']|['100-499人']|['http://www.felink.com/en/']|['互联网/电子商务']|['福州软件园F区A楼20F']|[<Element div at 0x1076c8bd8>]
在线客服|4001-6000|北京-昌平区|CC476937432|住墅(中国)有限公司|['民营']|['100-499人']|[]|['北京市昌平区北七家镇王府花园别墅一层住墅（中国）']|[]|[<Element div at 0x1076c8bd8>]
投资项目经理|8000-15000|北京|CC149043356|澳大利亚国际商业协会北京代表处|['外商独资']|['20-99人']|['http://www.aita.com.cn']|['其他']|['北京市东城区广渠门外大街广渠家园2号楼-名敦道4层']|[<Element div at 0x10767b0e8>]
高级展览经理（,渠道拓展+出国机会）|4000-8000|北京-大兴区|CC567059627|英诺国际展览(北京)有限公司|['民营']|['20人以下']|['http://www.innointl.com.cn']|['广告/会展/公关,旅游/度假,贸易/进出口']|['北京市大兴区亦庄开发区荣华南路10号荣华国际大厦3号楼1202室']|[<Element div at 0x10767b278>]
业务部经理|10001-15000|北京|CC539619122|北京华川恒健保险经纪有限公司|['民营']|['20人以下']|[]|['北京市海淀区永泰庄北路9号永泰绿色生态园V6号院']|[]|[<Element div at 0x10767b688>]
双休网络推广主管/经理（有,推广/留学经验）|10001-15000|北京|CC377825180|聚财通支付服务有限公司|['民营']|['20-99人']|[]|['北京市朝阳区北苑路36号金苑大厦600室']|[]|[<Element div at 0x10767b8b8>]
人力资源经理（有,工作/留学经验）|6000-10000|北京|CC377825180|聚财通支付服务有限公司|['民营']|['20-99人']|[]|['北京市朝阳区北苑路36号金苑大厦600室']|[]|[<Element div at 0x10767b1d8>]
高级,置业经理|10001-15000|北京-朝阳区|CC441626931|北美安嘉(北京)国际房地产有限公司|['外商独资']|['20-99人']|[]|['朝外MEN大厦']|[]|[<Element div at 0x10767b368>]
行政经理（有,留学/工作经验）|6000-10000|北京|CC377825180|聚财通支付服务有限公司|['民营']|['20-99人']|[]|['北京市朝阳区北苑路36号金苑大厦600室']|[]|[<Element div at 0x10767b638>]
项目销售工程师|10001-15000|北京-昌平区|CC365897313|香港思科特工业技术有限公司|['外商独资']|['100-499人']|[]|['北京']|[]|[<Element div at 0x10767b368>]
投资经理|15001-20000|北京|CC306391712|北控水务(中国)投资有限公司|['国企']|['1000-9999人']|[]|['北京市朝阳区望京东园七区保利国际广场T3北控水务大厦']|[]|[<Element div at 0x10767b5e8>]
发行部门助理|4000-7000|北京|CC377506013|北京触控科技有限公司|['外商独资']|['500-999人']|['http://www.chukong-inc.com']|['网络游戏,互联网/电子商务']|['北京市朝阳区望京soho-T3-B座31层']|[<Element div at 0x1076c8e08>]
仓库管理员（非洲、可带家属）|8001-10000|北京|CC491682826|北京迪泰中非国际贸易有限公司|['民营']|['20-99人']|['http://www.groupedte.com']|['贸易/进出口,物流/仓储,交通/运输']|['北京市']|[<Element div at 0x1076c8e08>]
展览项目助理|4001-6000|北京-海淀区|CC281517316|中国国际科技促进会|['其它']|['20-99人']|[]|['海淀区农大南路1号硅谷亮城']|[]|[<Element div at 0x1076c8e08>]
主管会计（中东）|8001-10000|北京|CC132617043|华油惠博普科技股份有限公司|['上市公司']|['100-499人']|['http://www.china-hbp.com']|['石油/石化/化工,仪器仪表及工业自动化,能源/矿产/采掘/冶炼']|['北京市海淀区马甸东路17号金澳国际大厦写字楼《中冶置业》12层HBP']|[<Element div at 0x1076c8e08>]
主管会计（哈国）|8001-10000|北京|CC132617043|华油惠博普科技股份有限公司|['上市公司']|['100-499人']|['http://www.china-hbp.com']|['石油/石化/化工,仪器仪表及工业自动化,能源/矿产/采掘/冶炼']|['北京市海淀区马甸东路17号金澳国际大厦写字楼《中冶置业》12层HBP']|[<Element div at 0x1076c8e08>]
营销中心总经理|50001-70000|北京|CC333342431|猎鹰全球国际电子商务有限公司|['民营']|['100-499人']|['http://www.raymondgroups.com']|['互联网/电子商务,贸易/进出口,大型设备/机电设备/重工业']|['北京市朝阳区红军营南路15号瑞普大厦B座307a室']|[<Element div at 0x1076951d8>]
项目咨询经理|7000-12000|北京|CC143532323|北京中恒远策信息咨询有限公司|['民营']|['20-99人']|['http://www.topbrain.cn']|['基金/证券/期货/投资,专业服务/咨询(财会/法律/人力资源等)']|['北京市大兴区西红门嘉悦广场7号楼601#、602#']|[<Element div at 0x107695688>]
版权助理|6000-10000|北京|CC605459527|北京晓明筑梦数据服务有限公司|['民营']|['20-99人']|['http://www.vcinema.cn/']|['媒体/出版/影视/文化传播,计算机软件']|['北京市朝阳区瑞祥里北街八里桥音乐主题公园9号楼西四单元']|[<Element div at 0x107695b88>]
销售|4001-6000|北京|CC369148732|北京瑞和智电科技股份有限公司|['民营']|['20-99人']|[]|['北京市海淀区中关村南大街18号北京国际大厦A座7层']|[]|[<Element div at 0x107695a98>]
销售经理（,）|10000-15000|北京-丰台区|CC140582891|北京爱科迪通信技术股份有限公司|['民营']|['20-99人']|['http://www.akdtech.com.cn']|['通信/电信运营、增值服务,航空/航天研究与制造,其他,通信/电信/网络设备']|['丰台区科学城海鹰路7号A栋三层']|[<Element div at 0x10767b598>]
高级,房产销售|20001-30000|北京-海淀区|CC258096485|北京中友财富投资管理有限公司|['股份制企业']|['20-99人']|[]|['北京市海淀区创业中路32号楼32-1-1-374']|[]|[<Element div at 0x107695b38>]
商务支持（Overseas Business Support Manager）|10001-15000|北京-海淀区|CC258096485|北京中友财富投资管理有限公司|['股份制企业']|['20-99人']|[]|['北京市海淀区创业中路32号楼32-1-1-374']|[]|[<Element div at 0x107695908>]
业务专员|4000-6000|北京|CC145194319|捷赛厨电(北京)科技有限公司|['民营']|['100-499人']|['http://www.gemside.com']|['通信/电信运营、增值服务,电子技术/半导体/集成电路,礼品/玩具/工艺美术/收藏品/奢侈品,耐用消费品（服饰/纺织/皮革/家具/家电）']|['北京市海淀区西四环北路136号海博写字楼C座']|[<Element div at 0x107695458>]
会展项目执行|6001-8000|北京|CC134127711|北京兰颖泽会展有限公司|['股份制企业']|['20-99人']|['http://www.bluepowerimc.com/']|['广告/会展/公关,媒体/出版/影视/文化传播,医疗设备/器械,医药/生物工程']|['北京市朝阳区西坝河南路1号金泰大厦']|[<Element div at 0x107695bd8>]
投放优化师|10000-20000|北京-朝阳区|CC427469930|霍尔果斯青麟网络科技有限公司北京分公司|['民营']|['20-99人']|[]|['北京市朝阳区朝外SOHOB座822']|[]|[<Element div at 0x107695cc8>]
项目经理（国际化业务-,）(022704)|面议|北京-大兴区|CC192921312D90250038000|京东金融|['外商独资']|['1000-9999人']|['http://jr.jd.com']|['互联网/电子商务']|['北京市大兴区经海路亦庄京东总部A座']|[<Element div at 0x107695638>]
市场|4001-6000|北京-顺义区|CC574380427|深圳市安达顺国际物流有限公司北京分公司|['民营']|['20-99人']|[]|[]|[]|[<Element div at 0x1076720e8>]
市场专员|2001-4000|北京-顺义区|CC574380427|深圳市安达顺国际物流有限公司北京分公司|['民营']|['20-99人']|[]|[]|[]|[<Element div at 0x1076cc548>]
市场专员|4001-6000|北京-顺义区|CC574380427|深圳市安达顺国际物流有限公司北京分公司|['民营']|['20-99人']|[]|[]|[]|[<Element div at 0x1076cc458>]
广告平台产品经理|10000-20000|北京|CC568305222|云中万维(北京)科技有限公司|['股份制企业']|['20-99人']|['http://www.xcloudgame.com']|['网络游戏,互联网/电子商务,媒体/出版/影视/文化传播,娱乐/体育/休闲']|['北京市西城区车公庄大街4号北京文化创新工场']|[<Element div at 0x1076954a8>]
游戏平台产品经理-,平台|10001-15000|北京|CC568305222|云中万维(北京)科技有限公司|['股份制企业']|['20-99人']|['http://www.xcloudgame.com']|['网络游戏,互联网/电子商务,媒体/出版/影视/文化传播,娱乐/体育/休闲']|['北京市西城区车公庄大街4号北京文化创新工场']|[<Element div at 0x107695548>]
高级,房产置业顾问|6001-8000|北京|CC492279420|高锐(北京)房地产经纪有限公司|['合资']|['20-99人']|['http://www.gloryre.com']|['中介服务,房地产/建筑/建材/工程,物业管理/商业中心']|['北京市朝阳区朝阳门外大街20号联合大厦810']|[<Element div at 0x1076c5ea8>]
贸易经理|10000-20000|北京|CC227038881|龙王时代(北京)商业有限公司|['民营']|['100-499人']|['http://null']|['快速消费品（食品/饮料/烟酒/日化）,互联网/电子商务']|['北京市丰台区诺德中心2期7号楼1103']|[<Element div at 0x1076c5f98>]
医疗网络咨询客服,项目|4001-6000|北京-朝阳区|CC220033689|北京云医互联科技有限公司|['民营']|['20-99人']|['http://www.yunyihw.com']|['互联网/电子商务,计算机软件']|['北京市朝阳区霄云中心B座1608室']|[<Element div at 0x1076c5f98>]
网络咨询医生,医疗项目|4001-6000|北京-朝阳区|CC220033689|北京云医互联科技有限公司|['民营']|['20-99人']|['http://www.yunyihw.com']|['互联网/电子商务,计算机软件']|['北京市朝阳区霄云中心B座1608室']|[<Element div at 0x1076c5f98>]
项目外联专员|6001-8000|北京|CC139613891|北京东方鹿鸣国际展览有限公司|['民营']|['20-99人']|['http://www.eieco.com']|['广告/会展/公关,贸易/进出口,旅游/度假,跨领域经营']|['北京市丰台区宋庄路顺三条21号嘉业大厦二期1号楼12A05']|[<Element div at 0x1076c5e58>]
研究员-,资产类-北京-00482|面议|北京-朝阳区|CC120231133|嘉实基金管理有限公司|['其它']|['500-999人']|['http://www.jsfund.cn']|['基金/证券/期货/投资']|['北京市建国门北大街8号华润大厦8层']|[<Element div at 0x1076c5ea8>]
商务运营专员（日语）|6000-8000|北京-丰台区|CC328489736|北京值得买科技股份有限公司|['民营']|['100-499人']|['http://null']|['互联网/电子商务']|['北京市丰台区洋桥12号院3层至19层']|[<Element div at 0x1076c5ea8>]
商务运营专员（英语）|6000-8000|北京-丰台区|CC328489736|北京值得买科技股份有限公司|['民营']|['100-499人']|['http://null']|['互联网/电子商务']|['北京市丰台区洋桥12号院3层至19层']|[<Element div at 0x1076c5ef8>]
日韩,金融管培生（住宿/带薪培训）|6000-10000|北京-东城区|CC151631712|弘历软件|['民营']|['500-999人']|['http://www.hl1998.com']|['计算机软件,基金/证券/期货/投资,互联网/电子商务,IT服务(系统/数据/维护)']|['北京市东城区东二环']|[<Element div at 0x1076c5ef8>]
项目经理|6000-9000|北京|CC452760086|北京智维博联公关顾问有限公司|['股份制企业']|['20-99人']|[]|['北京朝阳区左家庄中街豪城大厦608']|[]|[<Element div at 0x1076c5ef8>]
商务拓展经理|6000-10000|北京|CC328411483|北京棕榈创想科技有限公司|['民营']|['20-99人']|[]|['北京市海淀区上地东路35号颐泉汇大厦b座622-627']|[]|[<Element div at 0x1076c5ef8>]
医疗咨询顾问|6000-10000|北京|CC305092780|北京助康科技有限公司|['民营']|['20人以下']|[]|['北京市朝阳区奥体中心园区内国粹馆']|[]|[<Element div at 0x1076c5f98>]
销售总监（高端医疗 ,医疗）|10000-20000|北京|CC305092780|北京助康科技有限公司|['民营']|['20人以下']|[]|['北京市朝阳区奥体中心园区内国粹馆']|[]|[<Element div at 0x1076a8598>]
项目经理（,）|20000-30000|北京|CC411602728|楷博国际|['民营']|['100-499人']|['http://www.kaibogroup.com']|['其他']|['北京市朝阳区八里庄陈家林甲2号（尚8里文创园）A座207室']|[<Element div at 0x1076a89a8>]
销售经理|10001-15000|北京-朝阳区|CC156756216|阜新华通集团|['民营']|['500-999人']|['http://www.htpiping.com']|['电气/电力/水利,石油/石化/化工,能源/矿产/采掘/冶炼']|['北京市朝阳区华腾世纪总部公园B座7层']|[<Element div at 0x1076a8188>]
广告高级经理|20001-30000|北京|CC687004220|巨掌互动科技(北京)有限公司|['股份制企业']|['20-99人']|['http://www.adjuz.com']|['IT服务(系统/数据/维护),互联网/电子商务']|['北京市丰台区汉威国际3区5号楼4M层']|[<Element div at 0x1076a8598>]
版权专员/英语翻译|6001-8000|北京|CC433232286|上海风华秋实文化传媒有限公司北京分公司|['民营']|['20-99人']|[]|['朝阳区广渠路3号竞园图片产业基地50C(邮']|[]|[<Element div at 0x1076a8598>]
项目主管|10001-15000|北京|CC138770006|嘉美东方(北京)国际投资顾问有限公司|['合资']|['100-499人']|['http://www.canmay.com']|['专业服务/咨询(财会/法律/人力资源等),基金/证券/期货/投资,教育/培训/院校,其他']|['北京市东城区灯市口大街33号国中商业大厦807-820室']|[<Element div at 0x1076a8ef8>]
投资总监/投资经理－猎头岗位－高薪聘请|30001-50000|北京|CC312377785|武汉百仕锐达人力资源服务有限公司|['民营']|['20人以下']|['http://www.besrade.com']|['互联网/电子商务,专业服务/咨询(财会/法律/人力资源等),计算机软件,基金/证券/期货/投资']|['武汉市洪山区关南园路（近光谷软件园）']|[<Element div at 0x1076a8ef8>]
工程公司--,市场总监|15001-20000|北京-西城区|CC574050422|中国建设投资集团有限公司|['股份制企业']|['100-499人']|['http://www.zgjstzjt.com']|['基金/证券/期货/投资,房地产/建筑/建材/工程,专业服务/咨询(财会/法律/人力资源等)']|['北京市西城区月坛南街59号新华大厦三层']|[<Element div at 0x1076a8778>]
渠道品类运营（跨境出口方向）|10000-15000|北京|CC460768980|北京同仁堂国际信息技术有限公司|['合资']|['100-499人']|[]|['北京市丰台区南四环西路186号汉威国际广场四区2号楼9M层']|[]|[<Element div at 0x1076a8778>]
采购（英语六级）|4001-6000|北京|CC217503819|北京科顺达电子技术服务中心|['股份制企业']|['20-99人']|['http://www.beijingksd.com']|['计算机硬件,电子技术/半导体/集成电路,贸易/进出口']|['北京市昌平区沙河镇小李庄村东（泰禾创业园四层401）']|[<Element div at 0x1076a8778>]
法务（常驻,，美属）|8001-10000|北京|CC482900483|北京蓝海骑士会商务管理有限公司|['民营']|['20-99人']|[]|['北京市东城区左安门内大街3号大宝饭店3层（地铁天坛东门站）']|[]|[<Element div at 0x1076a8598>]
销售经理（俄罗斯市场）|15000-30000|北京|CC261636218|聚龙股份有限公司|['上市公司']|['1000-9999人']|['http://www.julong.cc']|['银行,学术/科研,大型设备/机电设备/重工业,计算机软件']|['辽宁鞍山市铁东区千山中路308号']|[<Element div at 0x1076a8598>]
游戏商务经理|10001-15000|北京|CC388867882|北京安趣科技股份有限公司|['上市公司']|['20-99人']|[]|[]|[]|[<Element div at 0x1076a8598>]
发行投放专员-北京-00091|8001-10000|北京|CC214415224|北京飞流九天科技有限公司|['民营']|['100-499人']|['http://www.feiliu.com']|['计算机软件,互联网/电子商务']|['北京市东城区中关村雍和航星科技园2号楼三层东北侧']|[<Element div at 0x1076a8598>]
运营专员（英文）|8000-15000|北京|CC388867882|北京安趣科技股份有限公司|['上市公司']|['20-99人']|[]|[]|[]|[<Element div at 0x1076a8598>]
游戏运营主管|20001-30000|北京|CC388867882|北京安趣科技股份有限公司|['上市公司']|['20-99人']|[]|[]|[]|[<Element div at 0x1076a8598>]
翻译/,协调员/商务|6000-12000|北京|CC409008114|北京中企人力资源咨询有限公司|['国企']|['100-499人']|['http://www.hr-channel.com']|['外包服务,中介服务,专业服务/咨询(财会/法律/人力资源等),教育/培训/院校']|['北京市朝阳区东三环北路19号中青大厦1708']|[<Element div at 0x1076a8778>]
游戏,运营|10001-15000|北京-朝阳区|CC241587284|壕鑫互联(北京)网络科技有限公司|['民营']|['20-99人']|['http://www.1862.cn']|['互联网/电子商务,网络游戏,计算机软件']|['北京市海淀区中关村南四街紫金数码园3号楼706']|[<Element div at 0x1076a81d8>]
英语游戏运营（实习生150/天）|4000-8000|北京-海淀区|CC251621384|恒悦互动(北京)科技有限公司|['民营']|['20-99人']|[]|['北三环西路32号恒润中心(地铁4号线人民大学站，双安商场旁边)']|[]|[<Element div at 0x1076a81d8>]
产品引入|8001-10000|北京-海淀区|CC650830820|苏州美生元信息科技有限公司|['民营']|['100-499人']|[]|['北京市海淀区中关村E世界A1501-1506']|[]|[<Element div at 0x1076a8638>]
澳星置业高薪诚聘,房产销售精英|4001-6000|北京|CC438823182|澳星置业咨询服务(北京)有限公司|['股份制企业']|['20-99人']|['http://www.lejon-china.com']|['房地产/建筑/建材/工程,基金/证券/期货/投资,中介服务']|['北京市朝阳区东三环中路9号富尔大厦']|[<Element div at 0x1076a81d8>]
销售/外贸业务|1000元以下|北京|CC339884586|北京德美鹰华系统科技有限公司|['股份制企业']|['20人以下']|['http://null']|['大型设备/机电设备/重工业,贸易/进出口,电子技术/半导体/集成电路,仪器仪表及工业自动化']|['北京市海淀区西小口路66号中关村东升科技园B-2楼D101A-46室']|[<Element div at 0x1076a81d8>]
销售经理|15001-20000|北京|CC183139021|山东吉威医疗制品有限公司|['合资']|['100-499人']|[]|['威海市大连路68号']|[]|[<Element div at 0x1076a8ae8>]
销售/外贸业务（应届毕业生）|1000元以下|北京|CC339884586|北京德美鹰华系统科技有限公司|['股份制企业']|['20人以下']|['http://null']|['大型设备/机电设备/重工业,贸易/进出口,电子技术/半导体/集成电路,仪器仪表及工业自动化']|['北京市海淀区西小口路66号中关村东升科技园B-2楼D101A-46室']|[<Element div at 0x1076a8ae8>]
游戏运营主管|10001-15000|北京-海淀区|CC650830820|苏州美生元信息科技有限公司|['民营']|['100-499人']|[]|['北京市海淀区中关村E世界A1501-1506']|[]|[<Element div at 0x1076a8638>]
