job_nm|month_pay|job_loc|co_id|co_nm|co_ownership|co_ee_size|co_link|co_industry|co_add|co_desc
市场销售专员（金融行业、提供住宿、在职培训）|7000-12000|北京-东城区|CC151631712|弘历软件|['民营']|['500-999人']|['http://www.hl1998.com']|['计算机软件,基金/证券/期货/投资,互联网/电子商务,IT服务(系统/数据/维护)']|['北京市东城区东二环']|[<Element div at 0x1076cbb88>]
法语高级翻译（小语种,项目）薪资面议|10000-20000|北京-朝阳区|CC366307621|北京聚思信息咨询有限公司|['民营']|['20-99人']|[]|['北京市朝阳区东四环中路60号远洋国际中心C座801']|[]|[<Element div at 0x1076cbea8>]
外贸业务经理+,客户开发|4001-6000|北京|CC159532018|北京顶业工贸有限公司|['股份制企业']|['20-99人']|[]|['北京市良乡阎村镇京周路北50米']|[]|[<Element div at 0x1076cbea8>]
诚聘,酒店装饰工程项目深化设计主管|15001-20000|北京|CC121064000|北京海汀顿建筑设计工程有限公司|['合资']|['20-99人']|['http://hotington.com']|['房地产/建筑/建材/工程,其他,家居/室内设计/装饰装潢']|['北京市朝阳区东风乡星火西路9号，东风派出所北侧西部院3号院']|[<Element div at 0x1076cb728>]
项目路桥经营员|10001-15000|北京|CC317118112|中交第一公路工程局有限公司海外分公司|['国企']|['1000-9999人']|['http://www.fheb-overseas.com/index.aspx']|['房地产/建筑/建材/工程']|['北京市朝阳区管庄世通国际大厦A座']|[<Element div at 0x1076cb728>]
项目党群干事|10001-15000|北京|CC317118112|中交第一公路工程局有限公司海外分公司|['国企']|['1000-9999人']|['http://www.fheb-overseas.com/index.aspx']|['房地产/建筑/建材/工程']|['北京市朝阳区管庄世通国际大厦A座']|[<Element div at 0x1076cbb88>]
市场营销经理及,项目总工程师、总会计师、总经济师|20000-40000|北京|CC317118112|中交第一公路工程局有限公司海外分公司|['国企']|['1000-9999人']|['http://www.fheb-overseas.com/index.aspx']|['房地产/建筑/建材/工程']|['北京市朝阳区管庄世通国际大厦A座']|[<Element div at 0x1076cb0e8>]
【链家总部】房产经纪人/置业顾问(新房/二手房/,综和业务|8001-10000|北京|CC235722319|北京链家房地产经纪有限公司|['民营']|['10000人以上']|['http://www.lianjia.com']|['房地产/建筑/建材/工程']|[]|[<Element div at 0x1076c5908>]
留学生储备经理|8001-10000|北京|CC275203287|北京东扬国际投资管理有限公司|['民营']|['100-499人']|['http://www.dy-investment.com']|['基金/证券/期货/投资,教育/培训/院校,互联网/电子商务']|['北京市朝阳区工人体育场北路甲2号（盈科中心）B栋19层']|[<Element div at 0x1076cb958>]
江泰,旅游考察高级项目经理|15001-20000|北京|CC477386388|江泰救援服务有限公司JiangTaiGlobalAssistanceServiceCo.,Ltd.|['民营']|['20-99人']|['http://www.dajiuxing.com.cn/']|['保险,医疗/护理/美容/保健/卫生服务,互联网/电子商务']|['北京市门头沟区莲石湖西路98号院9号楼2层0201室']|[<Element div at 0x107675d68>]
英语翻译-,职位|12000-20000|北京|CC390756980|中航凯迪恩机场工程有限公司|['股份制企业']|['100-499人']|[]|['北京市顺义区临空经济核心区融慧园31-1']|[]|[<Element div at 0x1076751d8>]
诚聘,酒店装饰工程项目会计（越南）|10001-15000|北京|CC121064000|北京海汀顿建筑设计工程有限公司|['合资']|['20-99人']|['http://hotington.com']|['房地产/建筑/建材/工程,其他,家居/室内设计/装饰装潢']|['北京市朝阳区东风乡星火西路9号，东风派出所北侧西部院3号院']|[<Element div at 0x1076751d8>]
项目办公室主任（越南）|10001-15000|北京|CC121064000|北京海汀顿建筑设计工程有限公司|['合资']|['20-99人']|['http://hotington.com']|['房地产/建筑/建材/工程,其他,家居/室内设计/装饰装潢']|['北京市朝阳区东风乡星火西路9号，东风派出所北侧西部院3号院']|[<Element div at 0x1076751d8>]
产品运营助理|2001-4000|北京|CC328411483|北京棕榈创想科技有限公司|['民营']|['20-99人']|[]|['北京市海淀区上地东路35号颐泉汇大厦b座622-627']|[]|[<Element div at 0x1076751d8>]
高薪诚聘,项目经理(越南）|30000-60000|北京-朝阳区|CC121064000|北京海汀顿建筑设计工程有限公司|['合资']|['20-99人']|['http://hotington.com']|['房地产/建筑/建材/工程,其他,家居/室内设计/装饰装潢']|['北京市朝阳区东风乡星火西路9号，东风派出所北侧西部院3号院']|[<Element div at 0x107675368>]
区销售助理|6000-8000|北京-朝阳区|CC471466982|北京七星华创流量计有限公司|['国企']|['100-499人']|[]|[]|[]|[<Element div at 0x1076c55e8>]
销售经理(驻摩洛哥、孟加拉、斯里兰卡、哥伦比亚、巴西）|10001-15000|北京|CC353830911|远通华纺纺织品(北京)有限公司|['民营']|['20人以下']|[]|['北京市朝阳区东三环中路9号富尔大厦3006']|[]|[<Element div at 0x107675f98>]
发行总监|15000-30000|北京|CC671719629|星罗天下(北京)科技有限公司|['合资']|['100-499人']|[]|['北京市海淀区知春路7号致真大厦D座16层']|[]|[<Element div at 0x107675f98>]
H市场拓展助理（,工作：英语、日语、韩语、泰语）|4001-6000|北京-东城区|CC151631712|弘历软件|['民营']|['500-999人']|['http://www.hl1998.com']|['计算机软件,基金/证券/期货/投资,互联网/电子商务,IT服务(系统/数据/维护)']|['北京市东城区东二环']|[<Element div at 0x1076cbc78>]
培训讲师助理（,市场、金融、住宿）|4001-6000|北京-东城区|CC151631712|弘历软件|['民营']|['500-999人']|['http://www.hl1998.com']|['计算机软件,基金/证券/期货/投资,互联网/电子商务,IT服务(系统/数据/维护)']|['北京市东城区东二环']|[<Element div at 0x1076cb868>]
H,储备干部/管培生/实习生（住宿、培训、管理）|4000-6000|北京-东城区|CC151631712|弘历软件|['民营']|['500-999人']|['http://www.hl1998.com']|['计算机软件,基金/证券/期货/投资,互联网/电子商务,IT服务(系统/数据/维护)']|['北京市东城区东二环']|[<Element div at 0x1076cb4f8>]
拓展/外贸销售代表|8001-10000|北京|CC324702011|北京赛克萨斯机电设备有限公司|['民营']|['20人以下']|[]|['北京通州嘉创路5号新华联科技大厦']|[]|[<Element div at 0x1076cbf98>]
业务项目经理|10001-15000|北京|CC390480589|福建圣力智能工业科技股份有限公司|['民营']|['100-499人']|['http:////www.shengligroup.hk/']|['大型设备/机电设备/重工业']|['福州市仓山区浦上工业区百花洲路44号']|[<Element div at 0x1076cbbd8>]
国际业务专员（,电影版权引进采购）|1000元以下|北京|CC459255828|北京凤仪文化传媒股份有限公司|['股份制企业']|['20-99人']|['http://phoenixchina.com.cn']|['媒体/出版/影视/文化传播']|['北京市朝阳区阳光上东安徒生花园（C9区）30座112室']|[<Element div at 0x1076cbc28>]
商务专员|8001-10000|北京|CC154950917|游艺春秋网络科技（北京）有限公司|['民营']|['100-499人']|['http://www.iccgame.com']|['网络游戏,计算机软件']|['北京市海淀区中关村大街甲28号海淀文化艺术大厦B座9层']|[<Element div at 0x1076cbc28>]
婚礼策划师-高薪+行业好+待遇好|6001-8000|北京-朝阳区|CC625824427|深圳市芊寻婚礼策划有限公司|['民营']|['20-99人']|['http://www.qwedding.cn']|['旅游/度假,娱乐/体育/休闲,媒体/出版/影视/文化传播,广告/会展/公关']|['福田区石厦北二街与福民路交汇处新天世纪商务中心,A座3208']|[<Element div at 0x107675598>]
装饰项目施工员|10001-15000|北京-朝阳区|CC121064000|北京海汀顿建筑设计工程有限公司|['合资']|['20-99人']|['http://hotington.com']|['房地产/建筑/建材/工程,其他,家居/室内设计/装饰装潢']|['北京市朝阳区东风乡星火西路9号，东风派出所北侧西部院3号院']|[<Element div at 0x1076cb3b8>]
行政主管|10001-15000|北京|CC121064000|北京海汀顿建筑设计工程有限公司|['合资']|['20-99人']|['http://hotington.com']|['房地产/建筑/建材/工程,其他,家居/室内设计/装饰装潢']|['北京市朝阳区东风乡星火西路9号，东风派出所北侧西部院3号院']|[<Element div at 0x1076cb3b8>]
Java工程师/高级工程师-服务器端-,移动直播平台|15000-30000|北京-海淀区|CC677618624|北京趣加科技有限公司|['民营']|['100-499人']|['http://campus.funplus.com']|['网络游戏,互联网/电子商务']|['北京市海淀区科学院南路2号融科资讯中心']|[<Element div at 0x107675db8>]
成长顾问（英文作为工作语言）|6001-8000|北京|CC274704936|北京驰美科技有限公司|['合资']|['100-499人']|['http://www.ucse.cn']|['教育/培训/院校,专业服务/咨询(财会/法律/人力资源等)']|['北京市朝阳区光华路SOHO2期C座8层（整层）']|[<Element div at 0x107675598>]
房产销售|6001-8000|北京|CC441626931|北美安嘉(北京)国际房地产有限公司|['外商独资']|['20-99人']|[]|['朝外MEN大厦']|[]|[<Element div at 0x107675138>]
房产投资顾问/房地产销售|10001-15000|北京-朝阳区|CC441626931|北美安嘉(北京)国际房地产有限公司|['外商独资']|['20-99人']|[]|['朝外MEN大厦']|[]|[<Element div at 0x107675b88>]
房产销售助理|6001-8000|北京-朝阳区|CC441626931|北美安嘉(北京)国际房地产有限公司|['外商独资']|['20-99人']|[]|['朝外MEN大厦']|[]|[<Element div at 0x107675318>]
电商推广专员|6001-8000|北京|CC180779822|北京日伟国际服装有限公司|['民营']|['20-99人']|['http://www.ice-bear.com']|['耐用消费品（服饰/纺织/皮革/家具/家电）']|['北京市大兴区青云店镇小铺头新区6号']|[<Element div at 0x107675228>]
【混凝土外加剂】技术工程师|10001-15000|北京|CC203636929|北京厚德交通科技有限公司|['民营']|['20-99人']|['http://www.chinahoude.com']|['交通/运输']|['北京市通州区临河里华业东方玫瑰B1区3单元902']|[<Element div at 0x1076c8688>]
旅行社计调专员/,酒店操作/计调/（OP）|4001-6000|北京|CC506329320|北京华乐天信息技术有限公司|['民营']|['20人以下']|['http://www.hotel98.com']|['IT服务(系统/数据/维护),互联网/电子商务,旅游/度假,酒店/餐饮']|['北京市朝阳门外大街19号华普国际大厦901A']|[<Element div at 0x1076c8ea8>]
质检经理|10001-15000|北京|CC685808920|ofo共享单车|['股份制企业']|['1000-9999人']|['http://www.ofo.so']|['互联网/电子商务,计算机软件,计算机硬件']|['北京市海淀区理想国际大厦11层']|[<Element div at 0x107675908>]
02,项目EB5产品主管/经理|10001-15000|北京|CC354953921|北京恒天财富投资管理有限公司|['股份制企业']|['1000-9999人']|['http://www.chtwm.com']|['基金/证券/期货/投资']|['北京市朝阳区东三环北路甲19号嘉盛中心30层']|[<Element div at 0x1076c8048>]
H,市场管培生（管理、培训、住宿）|3000-6000|北京|CC151631712|弘历软件|['民营']|['500-999人']|['http://www.hl1998.com']|['计算机软件,基金/证券/期货/投资,互联网/电子商务,IT服务(系统/数据/维护)']|['北京市东城区东二环']|[<Element div at 0x1076c8688>]
系统运维工程师（有,项目）|15000-25000|北京-朝阳区|CC366307621|北京聚思信息咨询有限公司|['民营']|['20-99人']|[]|['北京市朝阳区东四环中路60号远洋国际中心C座801']|[]|[<Element div at 0x1076c5048>]
派驻,专员（住宿、培训）|4000-8000|北京|CC151631712|弘历软件|['民营']|['500-999人']|['http://www.hl1998.com']|['计算机软件,基金/证券/期货/投资,互联网/电子商务,IT服务(系统/数据/维护)']|['北京市东城区东二环']|[<Element div at 0x1076c84f8>]
财务经理-职能线(J10608)|15001-20000|北京-海淀区|CC393236712|绿盟科技|['股份制企业']|['1000-9999人']|['http://www.nsfocus.com/']|['互联网/电子商务,IT服务(系统/数据/维护)']|['北京市海淀区北洼路4号益泰大厦3层']|[<Element div at 0x1076c8458>]
房产销售|8001-10000|北京|CC191160827|北京中美易投资顾问有限公司|['民营']|['20-99人']|['http://www.usiis.cn']|['媒体/出版/影视/文化传播,互联网/电子商务,广告/会展/公关,专业服务/咨询(财会/法律/人力资源等)']|['朝阳区百子湾路后现代城5号楼B座305']|[<Element div at 0x1076c89a8>]
一级/二级市场/,线—财富中心总经理|20001-30000|北京|CC401228713|北京中天嘉华管理咨询有限公司|['外商独资']|['500-999人']|['http://www.sinowel.com']|['基金/证券/期货/投资,通信/电信运营、增值服务,互联网/电子商务,IT服务(系统/数据/维护)']|['北京市朝阳区京顺路5号C座1层']|[<Element div at 0x1076c5408>]
事业部经理、销售经理|8000-16000|北京|CC453726328|北京华油国际物流工程服务有限公司|['国企']|['20-99人']|['http://hy.cnpc.com.cn/hywl/']|['其他,贸易/进出口,物流/仓储']|['北京市朝阳区安立路101号名人大厦15层']|[<Element div at 0x1076c84a8>]
02,项目市场助理|6001-8000|北京|CC354953921|北京恒天财富投资管理有限公司|['股份制企业']|['1000-9999人']|['http://www.chtwm.com']|['基金/证券/期货/投资']|['北京市朝阳区东三环北路甲19号嘉盛中心30层']|[<Element div at 0x1076c57c8>]
售后工程师|10001-15000|北京|CC309014689|杭州迪普科技股份有限公司北京技术开发中心|['民营']|['1000-9999人']|['http://www.dptech.com']|['通信/电信/网络设备']|['北京市海淀区北清路68号院17号楼四层']|[<Element div at 0x1076c5048>]
客户经理（,事业部）|6001-8000|北京-朝阳区|CC655055725|海外网传媒有限公司|['国企']|['100-499人']|['http://www.haiwainet.cn']|['互联网/电子商务']|['北京市朝阳区金台路西路2号院人民日报社院内']|[<Element div at 0x1076c5138>]
 商务总监 渠道总监|12000-20000|北京-朝阳区|CC461319981|北京端澳科技有限公司|['民营']|['20-99人']|[]|['北京市朝阳区北苑路170号凯旋中心']|[]|[<Element div at 0x1076c5318>]
休闲游戏,发行经理(J10008)|15001-20000|北京|CC368166613|乐元素|['外商独资']|['500-999人']|['http://www.happyelements.com']|['网络游戏,互联网/电子商务,计算机软件,IT服务(系统/数据/维护)']|['北京市海淀区苏州街29号院18号楼维亚大厦20-21层']|[<Element div at 0x1076c51d8>]
国际销售/,销售/外贸销售|8001-10000|北京-朝阳区|CC181866724|合众高科(北京)环保技术股份有限公司|['上市公司']|['20-99人']|['http://www.horwater.com']|['环保,石油/石化/化工,大型设备/机电设备/重工业,电气/电力/水利']|['北京市朝阳区.CBD四惠.通惠大厦C区5层']|[<Element div at 0x1076c5318>]
社交媒体编辑|6001-8000|北京|CC206825911|中国新闻网|['国企']|['100-499人']|['http://www.chinanews.com']|['媒体/出版/影视/文化传播,互联网/电子商务,IT服务(系统/数据/维护),广告/会展/公关']|['北京西城区百万庄南街12号中国新闻社']|[<Element div at 0x1076c57c8>]
销售经理|4001-6000|北京|CC559243926|普菲特益斯生物科技（北京）有限公司|['民营']|['20-99人']|[]|[]|[]|[<Element div at 0x1076c5228>]
展会运营助理|6001-8000|北京-朝阳区|CC310159318|北京巨友华宇国际会展有限公司|['民营']|['20人以下']|[]|['北京市朝阳区酒仙桥路甲10号星城国际C座1530']|[]|[<Element div at 0x1076c5728>]
项目助理|6001-8000|北京-朝阳区|CC310159318|北京巨友华宇国际会展有限公司|['民营']|['20人以下']|[]|['北京市朝阳区酒仙桥路甲10号星城国际C座1530']|[]|[<Element div at 0x1076c5598>]
中医师(工作地点：新加坡)|50001-70000|北京|CC208560736|北京同仁堂国药有限公司|['国企']|['500-999人']|[]|['湾仔港湾道1号会展广场办公大楼1405-1409室']|[]|[<Element div at 0x1076c8908>]
中医理疗师(工作地点：波兰)|10001-15000|北京|CC208560736|北京同仁堂国药有限公司|['国企']|['500-999人']|[]|['湾仔港湾道1号会展广场办公大楼1405-1409室']|[]|[<Element div at 0x1076c5e08>]
搜狗,输入法-Python高级开发工程师-北京-02186|20000-40000|北京|CC186958818|搜狗公司|['股份制企业']|['1000-9999人']|[]|['北京市海淀区中关村东路1号院搜狐网络大厦']|[]|[<Element div at 0x1076cb188>]
搜狗,输入法-Android高级开发工程师-北京-02187|20000-40000|北京|CC186958818|搜狗公司|['股份制企业']|['1000-9999人']|[]|['北京市海淀区中关村东路1号院搜狐网络大厦']|[]|[<Element div at 0x1076cb278>]
财务主管（常驻,子公司）|15000-30000|北京|CC135816983|中国恩菲工程技术有限公司|['国企']|['1000-9999人']|['http://www.enfi.com.cn']|['学术/科研,能源/矿产/采掘/冶炼,电气/电力/水利,跨领域经营']|['北京市复兴路12号（军事博物馆对面）中国恩菲工程技术有限公司']|[<Element div at 0x1076cb278>]
人事专员（英语方向）(BJBY.NO.0206)|6000-8000|北京|CC466537383|北京博阅锐动科技发展有限公司|['股份制企业']|['100-499人']|[]|['北京博阅锐动科技发展有限公司']|[]|[<Element div at 0x1076cb3b8>]
升学指导|8001-10000|北京-海淀区|CC120371184|狄邦教育管理集团总部|['民营']|['1000-9999人']|['http://www.dipont-edu.com']|['学术/科研,教育/培训/院校']|['上海市淞沪路303号创智天地11号楼（三期）5楼']|[<Element div at 0x1076cb3b8>]
销售经理|15001-20000|北京|CC120975179|多维联合集团有限公司|['股份制企业']|['1000-9999人']|['http://www.duowei.net.cn']|['加工制造（原料加工/模具）,贸易/进出口,房地产/建筑/建材/工程,其他']|['北京市丰台区南四环西路188号总部基地16区14号楼多维大厦']|[<Element div at 0x1076cb278>]
接待|10001-15000|北京|CC453237388|北京群策环球房地产顾问有限公司|['外商独资']|['100-499人']|[]|['北京市朝阳区朝外大街乙6号朝外sohoA座0702']|[]|[<Element div at 0x1076cb3b8>]
置业顾问（实习生）|2001-4000|北京|CC453237388|北京群策环球房地产顾问有限公司|['外商独资']|['100-499人']|[]|['北京市朝阳区朝外大街乙6号朝外sohoA座0702']|[]|[<Element div at 0x1076cb278>]
市场/运营[SHTZ.0534]|4000-6000|北京|CC475711836|上海腾族网络科技有限公司|['股份制企业']|['100-499人']|[]|[]|[]|[<Element div at 0x1076cb3b8>]
物流经理|15001-20000|北京|CC340398711|北京小米科技有限责任公司|['民营']|['10000人以上']|['http://www.mi.com']|['计算机软件,互联网/电子商务']|['北京市海淀区毛纺路58号院3号楼小米总参']|[<Element div at 0x1076cb278>]
高端,销售/英语、韩语/,置业（五险+高提+住宿）|8001-10000|北京-朝阳区|CC144011978|北京21世纪不动产第一置地加盟店|['合资']|['1000-9999人']|[]|['北京市朝阳区阳光上东']|[]|[<Element div at 0x107675b38>]
商务咨询经理-,公司|4001-6000|北京|CC654854027|深圳市恒信泰富投资咨询有限公司北京分公司|['外商独资']|['20-99人']|['http://www.eri010.com']|['专业服务/咨询(财会/法律/人力资源等),中介服务,基金/证券/期货/投资']|['北京市朝阳区广顺南大街嘉美中心803室']|[<Element div at 0x107675a48>]
商务咨询顾问-,公司|4001-6000|北京-朝阳区|CC654854027|深圳市恒信泰富投资咨询有限公司北京分公司|['外商独资']|['20-99人']|['http://www.eri010.com']|['专业服务/咨询(财会/法律/人力资源等),中介服务,基金/证券/期货/投资']|['北京市朝阳区广顺南大街嘉美中心803室']|[<Element div at 0x106bb3408>]
地产销售顾问|15001-20000|北京-朝阳区|CC493756822|威翰罗森投资咨询(上海)有限公司|['外商独资']|['20-99人']|[]|['上海市浦东新区银城路116/128号大华银行705室']|[]|[<Element div at 0x106bb3958>]
（游学、实习、求职）资源对接经理|8001-10000|北京|CC120543287|北京和堂金服科技股份公司|['民营']|['100-499人']|['http://www.hetang.com']|['IT服务(系统/数据/维护),基金/证券/期货/投资,互联网/电子商务']|['北京朝阳区太阳宫中路8号冠捷大厦12层']|[<Element div at 0x106bb3b38>]
商务（投资、移民游学等资源对接-美国）|8000-12000|北京|CC120543287|北京和堂金服科技股份公司|['民营']|['100-499人']|['http://www.hetang.com']|['IT服务(系统/数据/维护),基金/证券/期货/投资,互联网/电子商务']|['北京朝阳区太阳宫中路8号冠捷大厦12层']|[<Element div at 0x106bb38b8>]
展会操作|5000-8000|北京|CZ766783870|北京国大国际展览有限公司|['民营']|['20人以下']|['http://www.bjgoodexpo.com/']|['广告/会展/公关']|['西城区白广路4号，钢设总院大楼']|[<Element div at 0x106bb3c28>]
系统测试经理（,）|10001-15000|北京|CC188017918|北京诺君安信息技术股份有限公司|['上市公司']|['100-499人']|['http://www.bjnja.com']|['IT服务(系统/数据/维护),计算机软件,计算机硬件,互联网/电子商务']|['北京市海淀区中关村南大街17号C座1012（韦伯时代中心）']|[<Element div at 0x106bb3e58>]
弱电工程师-|12000-20000|北京|CC390756980|中航凯迪恩机场工程有限公司|['股份制企业']|['100-499人']|[]|['北京市顺义区临空经济核心区融慧园31-1']|[]|[<Element div at 0x106bb3e58>]
事业部总经理|面议|北京|CC577299822|广东碧桂园物业服务股份有限公司|['上市公司']|['10000人以上']|['http://www.bgy.com.cn']|['物业管理/商业中心,其他']|['广东省佛山市顺德区北滘镇碧桂园大道1号碧桂园中心大楼']|[<Element div at 0x106bb39f8>]
置业经理|15001-20000|北京-海淀区|CC148565199|津桥移民|['民营']|['100-499人']|['http://www.oxbridgedu.org']|['专业服务/咨询(财会/法律/人力资源等),教育/培训/院校,中介服务,广告/会展/公关']|['北京市海淀区中关村大街59号中国人民大学文化大厦9层']|[<Element div at 0x106bb3e58>]
运营实习生（日语方向）|2001-4000|北京-朝阳区|CC671689728|厘米脚印(北京)科技有限公司|['民营']|['20-99人']|['http://www.limijiaoyin.com']|['互联网/电子商务,计算机软件,IT服务(系统/数据/维护)']|['朝阳区媒体村天畅园7号楼1704']|[<Element div at 0x106bb3908>]
Java游戏服务器端主程 （,网游）|20001-30000|北京|CC412113120|北京飞扬天下网络科技股份有限公司|['股份制企业']|['100-499人']|['http://www.fly99.com']|['网络游戏']|['北京市石景山区石景山路22号万商大厦21层']|[<Element div at 0x106bb37c8>]
影视版权采购总监|15001-20000|北京|CC298182582|北京环鹰时代文化传媒有限公司|['民营']|['100-499人']|[]|['北京市朝阳区高碑店惠河北街水岸88创意园2号院2-5']|[]|[<Element div at 0x106bb37c8>]
市场拓展|4001-6000|北京|CC258112610|北京阳光创译语言翻译有限公司|['民营']|['20-99人']|['http://www.bjsuntrans.cn']|['专业服务/咨询(财会/法律/人力资源等),能源/矿产/采掘/冶炼,石油/石化/化工,中介服务']|['北京市海淀区五道口华清嘉园甲15楼20层2008室']|[<Element div at 0x106bb39f8>]
聘高级企业咨询师（合伙人+高薪+双休+福利+,游）|10001-15000|北京|CC348270782|长青基石管理顾问(北京)有限公司|['民营']|['100-499人']|['http://www.chekiges.com']|['专业服务/咨询(财会/法律/人力资源等),教育/培训/院校']|['北京北七家镇未来科技城羊各庄商业楼2号6层']|[<Element div at 0x107675778>]
销售总监-|10000-20000|北京-朝阳区|CC655605724|中融国投置业有限公司|['民营']|['20-99人']|['http://null']|['房地产/建筑/建材/工程']|['北京市朝阳区高碑店新村一区']|[<Element div at 0x107675e58>]
置业助理|4001-6000|北京|CC375280232|诺金环球(北京)投资管理有限公司|['民营']|['20人以下']|['http://www.newkeyglobal.com']|['房地产/建筑/建材/工程,专业服务/咨询(财会/法律/人力资源等)']|['北京朝阳区朝外街道朝阳门北大街乙12号，天辰大厦901室']|[<Element div at 0x107675a98>]
销售经理（东南亚）|10001-15000|北京-朝阳区|CC156756216|阜新华通集团|['民营']|['500-999人']|['http://www.htpiping.com']|['电气/电力/水利,石油/石化/化工,能源/矿产/采掘/冶炼']|['北京市朝阳区华腾世纪总部公园B座7层']|[<Element div at 0x107675048>]
销售经理（韩国）|10001-15000|北京-朝阳区|CC156756216|阜新华通集团|['民营']|['500-999人']|['http://www.htpiping.com']|['电气/电力/水利,石油/石化/化工,能源/矿产/采掘/冶炼']|['北京市朝阳区华腾世纪总部公园B座7层']|[<Element div at 0x1076759f8>]
销售|8001-10000|北京|CC667760322|北京帕尔加特科技有限公司|['其它']|['20-99人']|['http://www.parbattech.com/']|['互联网/电子商务,计算机软件']|['北京市东城区东滨路甲1号航天信息大厦9层']|[<Element div at 0x1076d5ea8>]
销售经理（急）|10001-15000|北京|CC667760322|北京帕尔加特科技有限公司|['其它']|['20-99人']|['http://www.parbattech.com/']|['互联网/电子商务,计算机软件']|['北京市东城区东滨路甲1号航天信息大厦9层']|[<Element div at 0x1076d5638>]
投后,财务经理|15001-20000|北京|CC161430622|北京数字天域科技有限责任公司|['民营']|['1000-9999人']|['http://www.lianluo.com']|['计算机软件,互联网/电子商务,通信/电信运营、增值服务,IT服务(系统/数据/维护)']|['北京市朝阳区望京街10号院3号楼联络大厦（方恒时代中心A座）']|[<Element div at 0x1076d5638>]
【名企】【北美安嘉总部直聘】,房产销售/置业顾问|8001-10000|北京|CC441626931|北美安嘉(北京)国际房地产有限公司|['外商独资']|['20-99人']|[]|['朝外MEN大厦']|[]|[<Element div at 0x1076d5368>]
房产置业顾问|6001-8000|北京-朝阳区|CC441626931|北美安嘉(北京)国际房地产有限公司|['外商独资']|['20-99人']|[]|['朝外MEN大厦']|[]|[<Element div at 0x107675c28>]
产品专员|6001-8000|北京-东城区|CC469414916|造物游传(北京)电子商务有限公司|['民营']|['20-99人']|[]|['北京市东城区炮局头条29号C幢造物游传公司']|[]|[<Element div at 0x1076d53b8>]
销售经理|6001-8000|北京-朝阳区|CC694231727|北京智酷计算机有限公司|['民营']|['20-99人']|['http://www.acooo.cn']|['计算机硬件,通信/电信/网络设备,IT服务(系统/数据/维护),通信/电信运营、增值服务']|['北京市朝阳区望京街10号望京SOHO']|[<Element div at 0x1076759f8>]
销售经理/国际营销经理|6001-8000|北京|CC625254323|葛洲坝能源重工有限公司|['股份制企业']|['100-499人']|['http://www.cggc-unpower.cn']|['大型设备/机电设备/重工业,能源/矿产/采掘/冶炼']|['北京市朝阳区大望京科技商务园区宏泰东街浦项中心A座7层']|[<Element div at 0x1076d5638>]
管培生（需,留学经历，硕士以上学历）|6001-8000|北京|CC204395712|内蒙古科尔沁牛业股份有限公司|['股份制企业']|['1000-9999人']|['http://www.kerchin.com']|['农/林/牧/渔,快速消费品（食品/饮料/烟酒/日化）,贸易/进出口']|['中国内蒙古通辽市科尔沁区明仁大街西段6号']|[<Element div at 0x107675368>]
劳务派遣专员(解决户口)|6001-8000|北京-朝阳区|CC461870931|北京冠华英才国际经济技术有限公司工会委员会|['民营']|['10000人以上']|['http://http:/www.ghyc.com.cn']|['专业服务/咨询(财会/法律/人力资源等),外包服务']|['北京市朝阳区北三环安贞桥东胜古家园2号冠华商务会馆2层']|[<Element div at 0x1076d5368>]
抗衰老产品经理（,医疗）|10000-14999|北京|CC436093180|优翔国际|['民营']|['100-499人']|[]|['北京市朝阳区东三环中路9号富尔大厦']|[]|[<Element div at 0x107675688>]
医疗产品运营主管|10001-15000|北京|CC436093180|优翔国际|['民营']|['100-499人']|[]|['北京市朝阳区东三环中路9号富尔大厦']|[]|[<Element div at 0x1076d53b8>]
BD Manager／Director|15001-20000|北京|CC559002225|邻动(北京)技术有限公司|['外商独资']|['100-499人']|['http://www.kuaiya.cn']|['互联网/电子商务,计算机软件']|['北京市海淀区知春路甲48号盈都大厦B座22A']|[<Element div at 0x106bb3278>]
留学、移民、,工作咨询顾问|6001-8000|北京|CC452382487|北京环球中语教育科技有限公司|['民营']|['100-499人']|['http://www.huanqiuzhongyu.com']|['教育/培训/院校']|['北京市朝阳区建外SOHO东区2号楼1604室']|[<Element div at 0x1076c72c8>]
置业顾问/房产销售|4000-7000|北京|CC219051682|君德时代投资控股有限公司|['股份制企业']|['100-499人']|['http://null']|['基金/证券/期货/投资,互联网/电子商务,保险,信托/担保/拍卖/典当']|['北京市东城区建国门内大街8号恒基中心办公楼1座22层']|[<Element div at 0x1076c73b8>]
专利,业务部经理（人才储备岗）|15001-20000|北京|CC000295010|北京英特普罗知识产权代理有限公司|['民营']|['100-499人']|['http://www.intellecpro.com']|['专业服务/咨询(财会/法律/人力资源等)']|['中国北京西城区车公庄大街9号五栋大楼C座11层']|[<Element div at 0x1076c7368>]
商务经理|10001-15000|北京|CC400272521|北京中技金谷集成房屋有限公司|['股份制企业']|['100-499人']|['http://www.jingugroup.com/']|['房地产/建筑/建材/工程']|['北京市东直门南大街5号，中青旅大厦406']|[<Element div at 0x1076c74a8>]
项目预算|10001-15000|北京|CC400272521|北京中技金谷集成房屋有限公司|['股份制企业']|['100-499人']|['http://www.jingugroup.com/']|['房地产/建筑/建材/工程']|['北京市东直门南大街5号，中青旅大厦406']|[<Element div at 0x1076c74a8>]
